Date,Open,High,Low,Close,Adj Close,Volume
2022-09-06,260.000000,260.200012,246.600006,252.888885,249.536499,49544220
2022-09-07,250.827774,264.716675,250.000000,263.288879,259.798615,39019881
2022-09-08,260.194458,261.666656,249.166672,249.722229,246.411804,38794735
2022-09-09,251.444443,252.461105,248.055557,251.233337,247.902893,22044153
2022-09-13,255.000000,255.666672,248.250000,253.838882,250.473892,18365202
2022-09-14,250.000000,251.666672,237.933334,241.277771,238.079300,46608814
2022-09-15,241.277771,241.666672,228.444443,230.194443,227.142883,45690469
2022-09-16,230.166672,232.388885,227.222229,227.777771,224.758255,26933774
2022-09-19,227.572220,234.222229,227.244446,229.816666,226.770126,25135846
2022-09-20,232.222229,238.888885,230.555557,233.894440,230.793839,29824254
2022-09-21,231.666672,235.255554,229.649994,233.500000,230.404633,15857749
2022-09-22,230.722229,233.333328,225.555557,230.550003,227.493744,17355769
